symbol	kind	family	reference_source	audit_status	platform_partition	disposition	portable_equivalent	rationale
F1538_AES_appl_read	F	AES	UTSTAES.C:201	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1539_AES_appl_find	F	AES	UTSTAES.C:208	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1540_AES_appl_tplay	F	AES	UTSTAES.C:213	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1541_AES_appl_trecord	F	AES	UTSTAES.C:220	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1542_AES_evnt_keybd	F	AES	UTSTAES.C:226	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1543_AES_evnt_button	F	AES	UTSTAES.C:232	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1544_AES_evnt_mouse	F	AES	UTSTAES.C:244	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1545_AES_evnt_mesag	F	AES	UTSTAES.C:258	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1546_AES_evnt_timer	F	AES	UTSTAES.C:263	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1547_AES_evnt_multi	F	AES	UTSTAES.C:269	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1548_AES_evnt_dclick	F	AES	UTSTAES.C:297	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1549_AES_menu_bar	F	AES	UTSTAES.C:303	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1550_AES_menu_icheck	F	AES	UTSTAES.C:309	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1551_AES_menu_ienable	F	AES	UTSTAES.C:316	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1552_AES_menu_tnormal	F	AES	UTSTAES.C:323	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1553_AES_menu_text	F	AES	UTSTAES.C:330	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1554_AES_menu_register	F	AES	UTSTAES.C:337	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1555_AES_objc_add	F	AES	UTSTAES.C:343	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1556_AES_objc_delete	F	AES	UTSTAES.C:350	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1557_AES_objc_draw	F	AES	UTSTAES.C:356	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1558_AES_objc_find	F	AES	UTSTAES.C:367	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1559_AES_objc_order	F	AES	UTSTAES.C:376	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1560_AES_objc_offset	F	AES	UTSTAES.C:383	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1561_AES_objc_edit	F	AES	UTSTAES.C:392	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1562_AES_objc_change	F	AES	UTSTAES.C:403	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1563_AES_form_do	F	AES	UTSTAES.C:416	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1564_AES_form_button	F	AES	UTSTAES.C:422	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1565_AES_form_keybd	F	AES	UTSTAES.C:431	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1566_AES_form_dial	F	AES	UTSTAES.C:442	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1567_AES_form_alert	F	AES	UTSTAES.C:455	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1568_AES_form_error	F	AES	UTSTAES.C:461	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1569_AES_form_center	F	AES	UTSTAES.C:466	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1570_AES_graf_rubberbox	F	AES	UTSTAES.C:476	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1571_AES_graf_dragbox	F	AES	UTSTAES.C:487	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1572_AES_graf_movebox	F	AES	UTSTAES.C:502	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1573_AES_graf_growbox	F	AES	UTSTAES.C:512	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1574_AES_graf_shrinkbox	F	AES	UTSTAES.C:524	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1575_AES_graf_watchbox	F	AES	UTSTAES.C:536	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1576_AES_graf_slidebox	F	AES	UTSTAES.C:544	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1577_AES_graf_handle	F	AES	UTSTAES.C:552	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1579_AES_graf_mkstate	F	AES	UTSTAES.C:567	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1580_AES_scrp_read	F	AES	UTSTAES.C:575	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1581_AES_scrp_write	F	AES	UTSTAES.C:580	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1582_AES_fsel_input	F	AES	UTSTAES.C:585	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1583_AES_wind_create	F	AES	UTSTAES.C:593	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1584_AES_wind_open	F	AES	UTSTAES.C:602	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1585_AES_wind_close	F	AES	UTSTAES.C:611	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1586_AES_wind_delete	F	AES	UTSTAES.C:616	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1587_AES_wind_get	F	AES	UTSTAES.C:621	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1588_AES_wind_set	F	AES	UTSTAES.C:632	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1589_AES_wind_find	F	AES	UTSTAES.C:642	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1590_AES_wind_update	F	AES	UTSTAES.C:648	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1591_AES_wind_calc	F	AES	UTSTAES.C:653	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1592_AES_rsrc_load	F	AES	UTSTAES.C:668	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1593_AES_rsrc_free	F	AES	UTSTAES.C:673	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1594_AES_rsrc_gaddr	F	AES	UTSTAES.C:679	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1595_AES_rsrc_saddr	F	AES	UTSTAES.C:689	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1596_AES_rsrc_obfix	F	AES	UTSTAES.C:696	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1597_AES_shel_read	F	AES	UTSTAES.C:702	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1598_AES_shel_write	F	AES	UTSTAES.C:708	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1599_AES_shel_get	F	AES	UTSTAES.C:717	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1600_AES_shel_put	F	AES	UTSTAES.C:723	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1601_AES_shel_find	F	AES	UTSTAES.C:729	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1602_AES_shel_envrn	F	AES	UTSTAES.C:734	MISSING	AES	NON_APPLICABLE	-	GEM AES trap ABI; Firestaff must use its host UI route rather than emulate the Atari application environment.
F1608_VDI_v_opnwk	F	VDI	UTSTVDI2.C:5	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1609_VDI_v_clswk	F	VDI	UTSTVDI2.C:20	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1610_VDI_v_opnvwk	F	VDI	UTSTVDI2.C:28	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1611_VDI_v_clsvwk	F	VDI	UTSTVDI2.C:44	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1612_VDI_v_clrwk	F	VDI	UTSTVDI2.C:52	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1613_VDI_v_updwk	F	VDI	UTSTVDI2.C:60	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1614_VDI_vst_load_fonts	F	VDI	UTSTVDI2.C:68	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1615_VDI_vst_unload_fonts	F	VDI	UTSTVDI2.C:77	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1616_VDI_vs_clip	F	VDI	UTSTVDI2.C:85	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1617_VDI_vsin_mode	F	VDI	HINTTEXT.C:8	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1618_VDI_vrq_locator	F	VDI	UTSTVDI3.C:15	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1619_VDI_vrq_locator	F	VDI	UTSTVDI3.C:28	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1620_VDI_vrq_valuator	F	VDI	UTSTVDI3.C:42	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1621_VDI_vrq_valuator	F	VDI	UTSTVDI3.C:53	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1622_VDI_vrq_choice	F	VDI	UTSTVDI3.C:65	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1623_VDI_vrq_choice	F	VDI	UTSTVDI3.C:75	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1624_VDI_vrq_string	F	VDI	UTSTVDI3.C:85	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1625_VDI_vrq_string	F	VDI	UTSTVDI3.C:104	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1626_VDI_vsc_form	F	VDI	UTSTVDI3.C:124	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1627_VDI_vex_timv	F	VDI	UTSTVDI3.C:135	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1633_VDI_vex_curv	F	VDI	UTSTVDI3.C:194	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1634_VDI_vq_key_s	F	VDI	UTSTVDI3.C:204	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1635_VDI_v_curhome	F	VDI	UTSTVDI3.C:213	MISSING	VDI	NON_APPLICABLE	-	GEM VDI workstation ABI; no source-backed portable graphics-call contract is present.
F1684_GetMouseStatus	F	GetMouseStatus	USIO1.C:80	MISSING	USIO	MISSING	-	Input queue and pointer behavior need exact source ordering and host-input evidence before a portable shim is admissible.
F1685_InstallMouseInterruptHandler	F	InstallMouseInterruptHandler	USIO1.C:180	MISSING	exception-R/E/S	NON_APPLICABLE	-	Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
F1687_UninstallMouseInterruptHandler	F	UninstallMouseInterruptHandler	USIO1.C:388	MISSING	exception-R/E/S	NON_APPLICABLE	-	Original exception/vector or assembly-stub entry; host scheduling and signal behavior cannot be substituted without an exact trace-backed contract.
F1690_GetASCIICode	F	GetASCIICode	USIO2.C:287	MISSING	USIO	MISSING	-	Input queue and pointer behavior need exact source ordering and host-input evidence before a portable shim is admissible.
F1691_Cconis	F	Cconis	USIO2.C:282	MISSING	USIO	MISSING	-	Input queue and pointer behavior need exact source ordering and host-input evidence before a portable shim is admissible.
F1692_Crawcin	F	Crawcin	USIO2.C:15	MISSING	USIO	MISSING	-	Input queue and pointer behavior need exact source ordering and host-input evidence before a portable shim is admissible.
F1694_AddMouseInputToQueue	F	AddMouseInputToQueue	USIO1.C:164	MISSING	USIO	MISSING	-	Input queue and pointer behavior need exact source ordering and host-input evidence before a portable shim is admissible.
F6000_PRIM_17_File_Open	F	PRIM	PRIM.H:366	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6001_PRIM_18_File_Close	F	PRIM	PRIM.H:367	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6002_PRIM_22_Console_PrintMessage	F	PRIM	PRIM.H:370	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6003_PRIM_23_Input_WaitForChar	F	PRIM	PRIM.H:371	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6004_PRIM_24_Input_Read	F	PRIM	PRIM.H:372	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6005_PRIM_21_FTL_FatalLoaderError	F	PRIM	PRIM.H:373	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6006_PRIM_07_FTL_Execute	F	PRIM	PRIM.H:374	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6007_CallFTLProgram	F	CallFTLProgram	PRIM.H:378	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6008_PRIM_29_Empty	F	PRIM	PRIM.H:375	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6009_GetInitialA5World	F	GetInitialA5World	PRIM.H:376	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6010_ExecuteLibraryFunction	F	ExecuteLibraryFunction	PRIM.H:377	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6011_BeginLibraryFunction	F	BeginLibraryFunction	PRIM2B.C:60	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6012_EndLibraryFunction	F	EndLibraryFunction	PRIM2B.C:77	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6013_F0917_PRIM_15_Memory_Allocate	F	F0917	PRIM.H:319	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6014_F0918_PRIM_16_Memory_Free	F	F0918	PRIM.H:320	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6015_F6000_PRIM_17_File_Open	F	F6000	PRIM.H:321	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6016_F6001_PRIM_18_File_Close	F	F6001	PRIM.H:322	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6017_F0919_PRIM_19_File_Seek	F	F0919	PRIM.H:323	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6018_F0920_PRIM_20_File_Read	F	F0920	PRIM.H:324	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6019_F6002_PRIM_22_Console_PrintMessage	F	F6002	PRIM.H:326	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6020_F6003_PRIM_23_Input_WaitForChar	F	F6003	PRIM.H:327	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6021_F6004_PRIM_24_Input_Read	F	F6004	PRIM.H:328	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6022_F6005_PRIM_21_FTL_FatalLoaderError	F	F6005	PRIM.H:325	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6023_F6037_PRIM_04_Library_HookFunction	F	F6037	PRIM.H:308	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6024_F6044_PRIM_06_FTL_FreeMemory	F	F6044	PRIM.H:310	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6025_F6006_PRIM_07_FTL_Execute	F	F6006	PRIM.H:311	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6026_F0929_PRIM_05_FTL_Load	F	F0929	PRIM.H:309	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6027_F6047_PRIM_11_Library_AddToList	F	F6047	PRIM.H:315	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6028_F6048_PRIM_12_Library_RemoveFromList	F	F6048	PRIM.H:316	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6028_F6048_RemoveLibraryFromLi	F	F6048	PRIM.H:440	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6029_F6045_PRIM_13_Library_InitializeList	F	F6045	PRIM.H:317	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6030_F6046_PRIM_14_Library_FindInList	F	F6046	PRIM.H:318	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6031_F6040_PRIM_08_Library_Open	F	F6040	PRIM.H:312	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6032_F6041_PRIM_09_Library_Close	F	F6041	PRIM.H:313	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6033_F6042_PRIM_10_Library_FlagAsCanBeExpunged	F	F6042	PRIM.H:314	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6034_F6049_PRIM_25_FTL_DecompressCODESegment	F	F6049	PRIM.H:329	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6035_F6043_PRIM_26_FTL_LoadAndExecute	F	F6043	PRIM.H:330	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6036_F6039_PRIM_27_File_IsOpenable	F	F6039	PRIM.H:331	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6037_PRIM_04_Library_HookFunction	F	PRIM	PRIM.H:339	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6038_PRIM_28_Library_UnhookFunction	F	PRIM	PRIM.H:340	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6039_PRIM_27_File_IsOpenable	F	PRIM	PRIM.H:341	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6040_PRIM_08_Library_Open	F	PRIM	PRIM.H:342	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6041_PRIM_09_Library_Close	F	PRIM	PRIM.H:343	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6042_PRIM_10_Library_FlagAsCanBeExpunged	F	PRIM	PRIM.H:344	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6043_PRIM_26_FTL_LoadAndExecute	F	PRIM	PRIM.H:345	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6044_PRIM_06_FTL_FreeMemory	F	PRIM	PRIM.H:347	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6045_PRIM_13_Library_InitializeList	F	PRIM	PRIM.H:348	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6046_PRIM_14_Library_FindInList	F	PRIM	PRIM.H:349	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6047_PRIM_11_Library_AddToList	F	PRIM	PRIM.H:350	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6048_PRIM_12_Library_RemoveFromList	F	PRIM	PRIM.H:351	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6049_PRIM_25_FTL_DecompressCODESegment	F	PRIM	APPA.C:40	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6050_InitializeFTLLibraryManagement	F	InitializeFTLLibraryManagement	PRIM.H:353	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6051_UnLoadFTLLibrary	F	UnLoadFTLLibrary	PRIM.H:354	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6052_FTL_UnloadAll	F	FTL	PRIM.H:355	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F6053_IsFunctionHooked	F	IsFunctionHooked	PRIM.H:356	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F7094_ConvertLongToString	F	ConvertLongToString	PRIM.H:362	MISSING	PRIM	MISSING	-	PRIM library behavior has no source-backed portable contract in the callable audit; do not equate it with libc or a loader shim.
F8052_DOS_KeyboardInput	F	DOS	DM.C:603	MISSING	DOS	MISSING	-	File or console behavior is source-named but has no verified Firestaff contract for handle, error, media, or path semantics.
F8054_DOS_PrintString	F	DOS	DM.C:516	MISSING	DOS	MISSING	-	File or console behavior is source-named but has no verified Firestaff contract for handle, error, media, or path semantics.
F8083_DOS_OpenFile	F	DOS	DM.C:564	MISSING	DOS	MISSING	-	File or console behavior is source-named but has no verified Firestaff contract for handle, error, media, or path semantics.
